Time [s],ContactID,Distance [m]
24.0,A,0.7195413874129635
24.1,A,0.741244512390183
24.2,A,0.7950468052398546
24.3,A,0.6696633482608498
24.4,A,0.782556432387514
24.5,A,0.688589367037005
24.6,A,0.6977929990154319
24.7,A,0.6754301551560475
24.8,A,0.8634758343105464
24.9,A,0.6766210158720775
25.0,A,0.7609950231323451
25.1,A,0.7012809480153056
25.2,A,0.6859868243039912
25.3,A,0.5655944016117941
25.4,A,0.6166487257464196
25.5,A,0.7164977847376693
25.6,A,0.6647745737542183
25.7,A,0.7951107814173265
25.8,A,0.7422055807992712
25.9,A,0.5912231124814462
26.0,A,0.7681188126327417
26.1,A,0.7507198191210059
26.2,A,0.6896057862971396
26.3,A,0.7320843580980839
26.4,A,0.6559989967172684
26.5,A,0.681224323437648
26.6,A,0.757293012610802
26.7,A,0.7019417578837154
26.8,A,0.6076487145361765
26.9,A,0.7367529879786906
27.0,A,0.5580001560624129
27.1,A,0.6549462451653194
27.2,A,0.7169947025542701
27.3,A,0.8143914409401231
27.4,A,0.6812957783423581
27.5,A,0.6459362289622154
27.6,A,0.7269986129102164
27.7,A,0.6622536406077167
27.8,A,0.6901459031510804
27.9,A,0.648868285726523
28.0,A,0.8536821124985913
28.1,A,0.6990795046719288
28.2,A,0.6432129561887506
28.3,A,0.6828384821699444
28.4,A,0.7360685263187029
28.5,A,0.6367373042702363
28.6,A,0.6867095337564063
28.7,A,0.7967247841177336
28.8,A,0.8139246022515443
28.9,A,0.8037536223858667
29.0,A,0.6440657827317916
29.1,A,0.7781660925832051
29.2,A,0.6659781266211928
29.3,A,0.6569904763042724
29.4,A,0.7871423548732087
29.5,A,0.7220589690379683
29.6,A,0.7540368514411626
29.7,A,0.730571015409608
29.8,A,0.6742592228511138
29.9,A,0.8737313840741862
30.0,A,0.6636433157492432
30.1,A,0.7489432215559888
30.2,A,0.7486801252044785
30.3,A,0.6775989126993963
30.4,A,0.7099200612900969
30.5,A,0.7185185705655299
30.6,A,0.6789467035438411
30.7,A,0.7209305157979584
30.8,A,0.7272426059086261
30.9,A,0.779890915464625
31.0,A,0.6694026204388721
31.1,A,0.8539387091768145
31.2,A,0.8286770435742293
31.3,A,0.6949250366381039
31.4,A,0.8132787623321248
31.5,A,0.6453230978864778
31.6,A,0.7234371559226664
31.7,A,0.5743027933519026
31.8,A,0.6067436389951155
31.9,A,0.7121747209256237
32.0,A,0.7069271396258554
32.1,A,0.5947177881092555
32.2,A,0.4529886133303081
32.3,A,0.7760643021418182
32.4,A,0.765132410324405
32.5,A,0.7652403690244224
32.6,A,0.8262984428349873
32.7,A,0.7791209337719095
32.8,A,0.8040020857188425
32.9,A,0.732861149415231
33.0,A,0.5756365086246785
33.1,A,0.7858415353761709
33.2,A,0.7293069027953328
33.3,A,0.8111404981366346
33.4,A,0.782116904026682
33.5,A,0.6438482013450816
33.6,A,0.685270091755905
33.7,A,0.6007060135318012
33.8,A,0.6564347746216389
33.9,A,0.8131585285177356
34.0,A,0.7519321039117802
34.1,A,0.6988588938805168
34.2,A,0.7424371398990263
34.3,A,0.6843947985974639
34.4,A,0.8018482335925567
34.5,A,0.6367726219482929
34.6,A,0.7185629091693762
34.7,A,0.5549220294130031
34.8,A,0.6267950080697715
34.9,A,0.7658409658932914
35.0,A,0.7675091963592099
35.1,A,0.7335674028508632
35.2,A,0.6399522445129575
35.3,A,0.6473083185615419
35.4,A,0.6344943820939738
35.5,A,0.8130070869150905
35.6,A,0.6755464022630822
35.7,A,0.6897033927172072
35.8,A,0.7748773615211416
35.9,A,0.8268430412733933
36.0,A,0.6871883930247704
36.1,A,0.7163376708703982
36.2,A,0.8048170208246079
36.3,A,0.5972379357952454
36.4,A,0.6545326738299945
36.5,A,0.5690604774700219
36.6,A,0.7987162011047931
36.7,A,0.7365506060148156
36.8,A,0.7566598504564943
36.9,A,0.6869068109413771
37.0,A,0.745381624557369
37.1,A,0.7133499423629962
37.2,A,0.7708806312571306
37.3,A,0.7354440833764163
37.4,A,0.6821731813568167
37.5,A,0.7223808866290929
37.6,A,0.8029299104740614
37.7,A,0.6279814254376396
37.8,A,0.7655089851447725
37.9,A,0.6027339195171986
38.0,A,0.703988414931812
38.1,A,0.7017670900492791
38.2,A,0.7920269842634211
38.3,A,0.6544087486569478
38.4,A,0.6641819920597848
38.5,A,0.696973928481613
38.6,A,0.6935115095100168
38.7,A,0.7926939534091786
38.8,A,0.9512274000772389
38.9,A,1.0198667512051949
39.0,A,0.9668358444580898
39.1,A,0.9880015070835649
39.2,A,0.9662339482790754
39.3,A,1.1174670439859464
39.4,A,1.0716474575244
39.5,A,1.1762951336076226
39.6,A,1.4528080129706424
39.7,A,1.272872624733563
39.8,A,1.4026793579665193
39.9,A,1.4132562564170916
40.0,A,1.414548980382622
40.1,A,1.6799114620288267
40.2,A,1.6326773411052493
40.3,A,1.7763760180786556
40.4,A,1.7013455765773067
40.5,A,1.9356213492421968
40.6,A,2.060090839453449
40.7,A,2.0410915511409984
40.8,A,2.0296726394089455
40.9,A,2.2075387361407977
41.0,A,2.19861686746485
41.1,A,2.4588142023223676
41.2,A,2.5012939195844313
41.3,A,2.416860162056101
41.4,A,2.548201269400852
41.5,A,2.488747233416958
41.6,A,2.59221741728997
41.7,A,2.723414146966761
41.8,A,2.6900380635858383
41.9,A,2.9049798679117003
42.0,A,2.9270898580577884
42.1,A,2.983381209416424
42.2,A,3.062381222159611
42.3,A,3.1013612846034393
42.4,A,3.1915280590240274
42.5,A,3.214592447512147
42.6,A,3.4131797683760534
42.7,A,3.286504584281227
42.8,A,3.4381131116666603
42.9,A,3.597862607688402
43.0,A,3.6226195626216824
43.1,A,3.6724079348850975
43.2,A,3.8167611560622507
43.3,A,3.739567042397703
43.4,A,3.805623916080692
43.5,A,3.961627328189478
43.6,A,4.0880432789812335
43.7,A,4.146123587246739
43.8,A,4.1936295590701045
43.9,A,4.260734457823244
44.0,A,4.264307902283828
44.1,A,4.2589367584441185
44.2,A,4.503919091632209
44.3,A,4.399661392572393
44.4,A,4.652900269342359
44.5,A,4.6700500402893885
44.6,A,4.58863767236265
44.7,A,4.734663467528575
44.8,A,4.855136761231349
44.9,A,4.879459549358742
45.0,A,4.9218610068202455
45.1,A,5.107769248232812
45.2,A,5.337195768420494
45.3,A,5.14647826738576
45.4,A,5.32260972827429
45.5,A,5.367826910957129
45.6,A,5.422479432049741
45.7,A,5.512035775167885
45.8,A,5.651757973721512
45.9,A,5.614725401201431
46.0,A,5.688290963909484
46.1,A,5.791587574195158
46.2,A,6.004496587112356
46.3,A,5.929276582577298
46.4,A,6.0170827414929855
46.5,A,6.0679768365503275
46.6,A,6.08975732497374
46.7,A,6.203692365772162
46.8,A,6.244826851203553
46.9,A,6.21625554892979
47.0,A,6.442300578610001
47.1,A,6.616871706126169
47.2,A,6.499517482389014
47.3,A,6.658722039394859
47.4,A,6.528569278045155
47.5,A,6.512989166218204
47.6,A,6.546977438547942
47.7,A,6.68841158711331
47.8,A,6.488681536004031
47.9,A,6.570069945006031
48.0,A,6.617170181679836
48.1,A,6.708589176243602
48.2,A,6.633524267895267
48.3,A,6.731077638595119
48.4,A,6.741767055529178
48.5,A,6.694383047191138
48.6,A,6.665719292910031
48.7,A,6.701513425687116
48.8,A,6.775678593621958
48.9,A,6.74087317665173
49.0,A,6.75024781305228
49.1,A,6.671739897183419
49.2,A,6.9308133793423785
49.3,A,6.79353713582334
49.4,A,6.751850198977505
49.5,A,6.954249245610103
49.6,A,6.844343930070587
49.7,A,6.971098736013493
49.8,A,6.93775563743154
49.9,A,7.042707303851643
50.0,A,7.033043819455071
50.1,A,7.011850605686653
50.2,A,7.006666521275447
50.3,A,7.104035929735135
50.4,A,7.122950198478771
50.5,A,6.992767576245481
50.6,A,7.131639786629124
50.7,A,7.125478476723435
50.8,A,7.077281976712066
50.9,A,7.2833514104854755
51.0,A,7.241575042982112
51.1,A,7.316690588786549
51.2,A,7.420604484506017
51.3,A,7.279513812577325
51.4,A,7.376444157747955
51.5,A,7.3691332877398565
51.6,A,7.578179865861443
51.7,A,7.476499820520119
51.8,A,7.4195191943713255
51.9,A,7.581219841939409
52.0,A,7.457389692851763
52.1,A,7.606054454446504
52.2,A,7.6510684786477015
52.3,A,7.7944642180163175
52.4,A,7.694905683654792
52.5,A,7.767048767177705
52.6,A,7.8459676534474685
52.7,A,7.688758357262494
52.8,A,7.804368158887584
52.9,A,7.953421634824896
53.0,A,7.8731034180967825
53.1,A,8.019632496520869
53.2,A,7.997601907724423
53.3,A,8.07751935095455
53.4,A,8.172289153416985
53.5,A,8.14954550962491
53.6,A,8.135093493542547
53.7,A,8.263658907061181
53.8,A,8.338486699664784
53.9,A,8.375677326378486
54.0,A,8.231873833601366
54.1,A,8.3908536496836
54.2,A,8.511345234150642
54.3,A,8.476613459954073
54.4,A,8.531132912425875
54.5,A,8.532549853837226
54.6,A,8.445614879608906
54.7,A,8.442223417331949
54.8,A,8.316967372984353
54.9,A,8.340336327576749
55.0,A,8.294881313954336
55.1,A,8.197795749970691
55.2,A,8.04498790551775
55.3,A,8.09903685458997
55.4,A,7.975034556619874
55.5,A,8.031177347924903
55.6,A,7.885434262188154
55.7,A,7.932294162129383
55.8,A,7.894663612711871
55.9,A,7.81200197450293
56.0,A,7.721779265961368
56.1,A,7.865181387047959
56.2,A,7.686378824745168
56.3,A,7.612570486497617
56.4,A,7.511549761603151
56.5,A,7.388046099654305
56.6,A,7.481930477210879
56.7,A,7.354775181512204
56.8,A,7.367731864928211
56.9,A,7.278458692082254
57.0,A,7.292680990971492
57.1,A,7.226322787672124
57.2,A,7.197676562913396
57.3,A,7.300280334661428
57.4,A,7.123273762890835
57.5,A,6.972265289613996
57.6,A,6.930612693083267
57.7,A,7.053387808000665
57.8,A,6.707054547943709
57.9,A,6.803449860355232
58.0,A,6.8861616276452775
58.1,A,6.84682982851782
58.2,A,6.816915723881583
58.3,A,6.670588430567002
58.4,A,6.683709720780437
58.5,A,6.674810086340343
58.6,A,6.618138713541552
58.7,A,6.588048781643437
58.8,A,6.583697260026592
58.9,A,6.603412050455709
59.0,A,6.492003400690607
59.1,A,6.370276060198721
59.2,A,6.433243745268808
59.3,A,6.423749681294496
59.4,A,6.244891796336825
59.5,A,6.1652842537089745
59.6,A,6.2336224218702405
59.7,A,6.3278561022770035
59.8,A,6.1477499054018985
59.9,A,6.072619226371509
60.0,A,6.0126132950131925
60.1,A,6.163388366877709
60.2,A,6.118094530248373
60.3,A,6.024567254346904
60.4,A,6.0037660607785694
60.5,A,5.959730377513812
60.6,A,5.822694247477675
60.7,A,5.935006820311458
60.8,A,5.920351746296691
60.9,A,5.778521923404991
61.0,A,5.774191220900517
61.1,A,5.954086736773144
61.2,A,5.807325801863079
61.3,A,5.7510137871113045
61.4,A,5.850812701251358
61.5,A,5.792771330480938
61.6,A,5.742185496470371
61.7,A,5.591438263779864
61.8,A,5.648545968745894
61.9,A,5.595307776769625
62.0,A,5.4344777672766496
62.1,A,5.412381086422541
62.2,A,5.387450673230945
62.3,A,5.244184324871529
62.4,A,5.245089888814703
62.5,A,5.051335208580231
62.6,A,5.109928059655927
62.7,A,4.959194069885931
62.8,A,4.868813627591529
62.9,A,4.796422078801376
63.0,A,4.799289935677889
63.1,A,4.715899162799702
63.2,A,4.5528785043622735
63.3,A,4.643506531688365
63.4,A,4.437525684250289
63.5,A,4.553409527671406
63.6,A,4.435714503869112
63.7,A,4.241944641322483
63.8,A,4.217837917874056
63.9,A,4.165043618687079
64.0,A,4.163233129335684
64.1,A,3.9455374902542375
64.2,A,4.025228123239074
64.3,A,3.9340690749978666
64.4,A,3.8204792289818705
64.5,A,3.761506799793759
64.6,A,3.7700492393186336
64.7,A,3.7075957835276774
64.8,A,3.65864203457324
64.9,A,3.6163054892455166
65.0,A,3.669376906310799
65.1,A,3.4283466444208908
65.2,A,3.342040558977684
65.3,A,3.2822326305540463
65.4,A,3.0118069461360313
65.5,A,3.10033633740799
65.6,A,3.0943604158161575
65.7,A,2.9522587902142234
65.8,A,2.9937119313027583
65.9,A,2.929069109309527
66.0,A,2.9129750344971455
66.1,A,2.8386049681930206
66.2,A,2.7358513569963554
66.3,A,2.7593468916929207
66.4,A,2.6371624332479304
66.5,A,2.454231653672609
66.6,A,2.5391529543212177
66.7,A,2.4982467803980613
66.8,A,2.365575631857828
66.9,A,2.2885646043802996
67.0,A,2.24284048031426
67.1,A,2.3774286453505797
67.2,A,2.27306662324964
67.3,A,2.1104627965334326
67.4,A,2.155919940358817
67.5,A,2.1283740377264406
67.6,A,2.1883207630428156
67.7,A,2.1023289824876974
67.8,A,2.2489410129797935
67.9,A,2.2570920696718257
68.0,A,2.3640077451230366
68.1,A,2.551288159828423
68.2,A,2.510583268990624
68.3,A,2.525171313471446
68.4,A,2.623320474158878
68.5,A,2.673310723756349
68.6,A,2.762157444542627
68.7,A,2.9361943697241926
68.8,A,2.771730748712148
68.9,A,2.93584219351558
69.0,A,2.9872316514553137
69.1,A,3.008080640000555
69.2,A,3.2675758498859913
69.3,A,3.0798890370376926
69.4,A,3.298264911050382
69.5,A,3.334010970091867
69.6,A,3.3114298600755885
69.7,A,3.605220119411395
69.8,A,3.4756289467731696
69.9,A,3.52043210733759
70.0,A,3.605087516743249
70.1,A,3.6839843046458833
70.2,A,3.721312375173928
70.3,A,3.9082780073021364
70.4,A,3.9454749892393837
70.5,A,3.851054762319947
70.6,A,4.021769306239115
70.7,A,4.123525940211124
70.8,A,4.18346795016077
70.9,A,4.265132029692982
71.0,A,4.162663032745849
71.1,A,4.328217520964779
71.2,A,4.351346592094106
71.3,A,4.415634386399493
71.4,A,4.703869653951487
71.5,A,4.488441644521818
71.6,A,4.690865758959004
71.7,A,4.673488180523066
71.8,A,4.757316053384446
71.9,A,4.785435984685267
72.0,A,4.886547956376747
72.1,A,4.8809010699562725
72.2,A,5.166398628480036
72.3,A,5.163392424394209
72.4,A,5.171286881018853
72.5,A,5.171327219557749
72.6,A,5.255353676194691
72.7,A,5.466562326155768
72.8,A,5.440991542031054
72.9,A,5.473118461465228
73.0,A,5.681550106711154
73.1,A,5.802621158450198
73.2,A,5.6985434269039645
73.3,A,5.7339255591173
73.4,A,5.725873150151541
73.5,A,5.927247646228681
73.6,A,5.9007869386336065
73.7,A,5.86867443215848
73.8,A,5.771598844559391
73.9,A,5.8259888497610754
74.0,A,5.882311725960272
74.1,A,6.007077688086788
74.2,A,5.982734674221634
74.3,A,5.877368721467823
74.4,A,5.930960368228336
74.5,A,6.015517749289775
74.6,A,6.167300297643685
74.7,A,6.179889029486322
74.8,A,6.188437947259323
74.9,A,6.185918099302009
75.0,A,6.309127909327697
75.1,A,6.320985128867959
75.2,A,6.14655087460402
75.3,A,6.216158568945145
75.4,A,6.408619887291048
75.5,A,6.3462112935486115
75.6,A,6.433727150724673
75.7,A,6.357225945697751
75.8,A,6.433687048365477
75.9,A,6.509844530827663
76.0,A,6.467924714748354
76.1,A,6.662573518026726
76.2,A,6.730059766126436
76.3,A,6.679819103610059
76.4,A,6.59512878268906
76.5,A,6.66171769291048
76.6,A,6.60003945444561
76.7,A,6.695333286760263
76.8,A,6.818279647637661
76.9,A,6.847068318454677
77.0,A,6.935254472568052
77.1,A,6.934131702563386
77.2,A,7.0325911004188795
77.3,A,6.976994580552367
77.4,A,6.9571238653848875
77.5,A,7.098535404247852
77.6,A,7.322030679820821
77.7,A,7.035772338357041
77.8,A,7.005897480039291
77.9,A,7.109225078500139
78.0,A,6.99940956610555
78.1,A,6.884864469601459
78.2,A,6.956693467247877
78.3,A,6.810773548788838
78.4,A,6.8280936302180235
78.5,A,6.84427822007439
78.6,A,6.703630891708357
78.7,A,6.521712718570309
78.8,A,6.543980650388746
78.9,A,6.503639194888109
79.0,A,6.479285618127524
79.1,A,6.415723440994366
79.2,A,6.426767503963234
79.3,A,6.259984524831038
79.4,A,6.386063747352346
79.5,A,6.1717856678932135
79.6,A,6.148056948054817
79.7,A,5.967918381577468
79.8,A,6.094266471346277
79.9,A,6.02562983126733
80.0,A,6.04859437161118
80.1,A,5.871856991055928
80.2,A,6.037828278045562
80.3,A,5.825636541654946
80.4,A,5.8633319967942565
80.5,A,5.880604049820121
80.6,A,5.733174499544098
80.7,A,5.675586553628737
80.8,A,5.733297980336845
80.9,A,5.615422452098461
81.0,A,5.552197290093235
81.1,A,5.610139182128693
81.2,A,5.4726636342084545
81.3,A,5.33633863614943
81.4,A,5.378072061094824
81.5,A,5.383580870878736
81.6,A,5.314349496324406
81.7,A,5.299423902666268
81.8,A,5.15048235561973
81.9,A,5.143041972078551
82.0,A,5.203713240743779
82.1,A,5.084785716956702
82.2,A,5.082304068183332
82.3,A,5.0115281758518995
82.4,A,4.928155091909382
82.5,A,4.877998520702743
82.6,A,4.908857181697757
82.7,A,4.793472908868161
82.8,A,4.688592869202601
82.9,A,4.600583016846455
83.0,A,4.668203511074733
83.1,A,4.571928670831549
83.2,A,4.387080921437253
83.3,A,4.446858590447537
83.4,A,4.293530425239739
83.5,A,4.228906735785622
83.6,A,4.347597199284668
83.7,A,4.1492092596274235
83.8,A,4.196728619800865
83.9,A,3.959733116089909
84.0,A,4.057515169230798
84.1,A,4.138848323098923
84.2,A,3.9224905807821133
84.3,A,3.849779173355811
84.4,A,3.898109519422255
84.5,A,3.7989525434803406
84.6,A,3.6119223175083692
84.7,A,3.7292140591373024
84.8,A,3.673146745074993
84.9,A,3.396753536130532
85.0,A,3.4267259419882783
